gene_symbol	s_het
PPP2R1B	0.006395243
MT1H	0.006395192
HYAL3	0.006393341
UTP11L	0.006392987
TMEM260	0.006392393
OBFC1	0.00639138
HDHD3	0.006388769
MTMR11	0.006388477
CDK5RAP3	0.006387878
TRMT61A	0.006386443
GSTZ1	0.006382853
SHMT1	0.006382826
HFM1	0.006380377
OR13G1	0.006380027
UNC5CL	0.006379979
MTAP	0.006379586
HIST1H4G	0.006378388
LGALS13	0.006376245
HOXA7	0.006375993
TRIML2	0.006374664
C6orf10	0.006371546
RAB26	0.006370366
AC007040.11	0.006369518
CCER1	0.00636786
MRPL13	0.006367773
ADH5	0.006367244
MB21D1	0.006367103
C1orf94	0.00636492
RNASEH2B	0.006364247
PKP3	0.006361052
ST20-MTHFS	0.006360776
ACVR1C	0.006360397
PTGDS	0.00635851
LIMS2	0.006355096
MS4A3	0.006353438
LSM2	0.006351652
OR5R1	0.006349886
ZNF610	0.006349667
TNN	0.006345632
PIPOX	0.006345034
ATP4B	0.006344535
C1QTNF2	0.006340466
OR2C3	0.006340446
CREG2	0.006339546
GABRA6	0.006338103
OR10H3	0.006337567
SERPINA6	0.006333273
C12orf54	0.006331282
TDP1	0.006330023
C4orf17	0.006327684
CCDC84	0.006327068
ENOX2	0.006318936
TMEM126A	0.006317366
AHI1	0.006316164
ARRDC2	0.006315714
EFCAB11	0.006315496
ADA	0.006312065
ABHD15	0.006309933
LRRC18	0.006308666
MND1	0.00630766
F2R	0.006303846
PIK3R3	0.006301228
HFE	0.006300425
NT5E	0.006299504
ZNF684	0.006297582
POP4	0.006286414
KCNN4	0.006285251
KPRP	0.006284197
RFTN1	0.006279711
DCST1	0.006276735
DDX20	0.006272402
OR56B4	0.006272359
NLRP1	0.006266349
NCEH1	0.006263642
MCHR2	0.00626274
CTD-2140B24.4	0.006254711
TSPAN17	0.006253476
PEG3	0.006253097
AP4M1	0.006251506
REG1B	0.006250154
DLX3	0.006246634
ACRV1	0.006243998
ATG4D	0.006242695
ZNF256	0.006242322
FAM166B	0.006241351
SLC1A7	0.00624071
BLOC1S6	0.006238111
PRCD	0.006236513
SLC5A8	0.006234535
ZNF224	0.006232998
C19orf40	0.006232949
GPR15	0.006232676
RSAD1	0.006231226
MTRF1	0.006229509
RGS13	0.006227903
TTLL12	0.006227767
ITGAE	0.006225173
PCDHGA9	0.006223583
TMED5	0.006223044
PROM2	0.006221016
BEST2	0.00621826
SLC25A26	0.0062133
WRN	0.006210013
CD200R1	0.006208278
RAET1G	0.006207519
GLIPR1L2	0.006200945
REG3A	0.006200625
SLC25A32	0.006198398
GAS2L2	0.006197552
TSHB	0.006196427
PLEKHG6	0.006195671
CCDC51	0.006194708
FBXW8	0.006193672
C3AR1	0.006189362
SHCBP1	0.006186727
GJA8	0.006186097
CA9	0.006184785
GFPT2	0.006184625
C1orf65	0.006184419
SPIRE2	0.006183644
TRAPPC2L	0.006180311
ZNF708	0.006177445
NME2	0.006176259
POLG2	0.006175786
C7orf63	0.006174034
GSTA3	0.006173613
C20orf27	0.006170723
RPGRIP1L	0.006164763
EMP2	0.00616472
B3GNT4	0.006162994
SMPX	0.006161336
SCP2	0.006161309
CC2D1B	0.006157513
MYEOV2	0.006155905
OR4D6	0.006154954
ZDHHC4	0.006154913
FTCD	0.006152781
C1QTNF1	0.00615251
C15orf54	0.006151605
CDC42SE1	0.006151028
GUK1	0.006148604
CNGA1	0.006145695
AFAP1L1	0.006144765
PRND	0.00614454
HRAS	0.006144115
ZSWIM4	0.006142427
GSN	0.006140997
GAMT	0.006140932
SELPLG	0.006140236
AK8	0.006139051
SERINC2	0.006138979
NRIP3	0.006135525
RP11-108K14.8	0.006134035
SAC3D1	0.00613379
ZFP41	0.006133025
TMEM105	0.006132845
SPAG1	0.006132596
MIS18A	0.00613041
PER3	0.006128603
IQCB1	0.006127765
MS4A7	0.006127241
LRRC6	0.006124122
HUS1	0.006118953
OR8K1	0.006118412
PPP1R35	0.006116475
OR2F1	0.006109945
MX2	0.006108982
TMCO3	0.006108416
ASXL1	0.006105636
HAX1	0.006104644
RARRES3	0.00610006
HHATL	0.006099535
CCDC181	0.006098154
DOK3	0.006097066
ZNF789	0.006095995
ADHFE1	0.006095978
ECD	0.006089085
WDR60	0.006088753
TEKT2	0.006087003
ITIH3	0.006085546
LYPD5	0.006084529
GUCY2F	0.006081943
NTSR1	0.006081615
XCL2	0.006080019
METTL4	0.006079643
FKBP11	0.006079482
CCDC81	0.006079447
CDH16	0.006078892
IGHMBP2	0.006074418
OR6C75	0.006073179
TACC2	0.006067142
DCAF13	0.006063497
LGALS1	0.006061081
TEX261	0.006060162
XPNPEP2	0.006053321
ZNF517	0.006052722
SFXN5	0.006050943
BTBD8	0.006050118
RNF141	0.006049695
WDR16	0.006049606
SLC9C1	0.006043108
CDC6	0.006041992
OR52E6	0.0060416
C9orf171	0.006035076
ICT1	0.00603354
SHC2	0.006032827
KPTN	0.00603042
OR6B1	0.006026851
MSRA	0.006026808
SAMD15	0.006026047
THUMPD1	0.006022221
PCDHGA2	0.006020225
SMR3A	0.006018692
CLEC3A	0.006016478
TFF3	0.006015783
COMMD7	0.006014333
RIOK1	0.006013415
SLC35A5	0.006012615
NME1-NME2	0.006012495
OLAH	0.006009285
TMPRSS11E	0.00600853
MYH7B	0.006007794
LIPF	0.006005198
ADAL	0.006003713
OTOR	0.006000997
TMEM242	0.006000947
TRAPPC6A	0.006000463
GRXCR2	0.005998736
HEYL	0.005997759
PIGV	0.005992567
ZNF782	0.005992534
SULT1E1	0.005991235
CLLU1	0.005987694
HPGDS	0.005987427
PRSS58	0.005985103
TTLL4	0.005983274
MRPL22	0.005982966
TEPP	0.005979765
TAS2R4	0.005979525
OTUB2	0.005978435
IMMP1L	0.005977663
PCDHA8	0.00597544
RAD50	0.005974749
ASPA	0.005974222
VN1R2	0.005973131
NLRP10	0.005971454
GNPTG	0.005970436
MCHR1	0.005966759
CABP4	0.005962571
C16orf3	0.005959712
CDH15	0.005959609
CSRP3	0.00595856
PIGW	0.005956768
PSMD5	0.005955608
C3orf38	0.005954019
UGT1A3	0.005952524
LRRC3	0.005951143
SEC23B	0.005951042
AIMP1	0.005950287
NLRP13	0.005949984
ANKRD7	0.005948889
C15orf43	0.005946024
KIAA1009	0.005945592
UGT1A1	0.005942916
MTERFD2	0.005942376
BIRC5	0.00593829
ODF4	0.005938162
HIST1H3G	0.005938064
RFNG	0.005936818
TMEM63A	0.005935425
CCNJL	0.005933031
LGALS3	0.005928637
SERPINA1	0.005928471
CCDC70	0.005925799
C6orf58	0.005925308
CAMKMT	0.005921967
FAM161B	0.005920224
SCG5	0.005917426
PROZ	0.005916163
IL32	0.005913768
FAM120B	0.005911239
SLC25A20	0.00591025
GZMA	0.005909348
TSPAN1	0.005906963
HCST	0.005904575
ART4	0.005903516
RPL26L1	0.005901566
MRPS23	0.005901389
SLCO2A1	0.005901032
WDPCP	0.005900172
MYO7A	0.00589988
THADA	0.005899639
TXNDC15	0.005896035
LXN	0.005895278
FANCG	0.005893749
KRTAP26-1	0.00589172
BBS10	0.005890503
TMEM106A	0.005890001
FAM167A	0.00588858
C2CD5	0.005888116
CCL23	0.005886636
GALR3	0.005884366
COG7	0.005882967
UBXN2A	0.005882951
C2orf68	0.005880426
FABP6	0.005877322
PILRB	0.005876839
MYO3B	0.005876645
CTD-2215E18.1	0.005874748
CCDC180	0.005872508
RDH8	0.005871161
RDH5	0.00587066
KRTAP10-10	0.005869377
OR13F1	0.005868206
TFF1	0.005865863
DYNC2LI1	0.005864774
ARG1	0.005863934
MUSTN1	0.005861522
KRT23	0.005860442
GALK2	0.005856586
GLRX	0.005855426
ZP1	0.005851996
PRAC1	0.005850792
XRCC1	0.005849565
MYOM1	0.005849227
OR5K3	0.005845957
PRCP	0.005844545
SLC25A30	0.005843827
OPTC	0.005843158
CMTR2	0.005840816
SERPINA11	0.005838306
TMED1	0.005834891
TTLL2	0.005834236
VTN	0.005834202
IL7R	0.005832031
LHCGR	0.005830263
C2orf54	0.005829187
ZNF519	0.005828511
TTC37	0.005828293
NXPE4	0.005827627
OR2W1	0.005826846
C22orf31	0.005824705
CLCA2	0.005824043
BLVRA	0.005821743
CCDC115	0.005820862
CA13	0.005818116
UCKL1	0.005814956
DBNDD1	0.005808745
GLTPD2	0.005806897
RBM45	0.005806266
KIAA1524	0.005805388
THAP6	0.005804089
COLQ	0.005803595
SRPK1	0.005802972
IL20RB	0.005800594
PF4V1	0.005799481
LECT2	0.005797193
MCCD1	0.005796931
C9orf116	0.005796459
ZNF471	0.00579456
PSAT1	0.005790262
C8orf58	0.005789488
MARC2	0.005788876
DENND2C	0.005787385
SUSD5	0.005785687
CA5B	0.005785504
POU6F2	0.005784902
ZNF43	0.00578483
CD320	0.005778368
PPP1R27	0.005778175
PIGN	0.005776221
MAGEF1	0.005775976
PCDHGB4	0.005774192
YEATS4	0.005772097
ACD	0.005771236
LINGO4	0.00576949
ANXA13	0.005767272
FIG4	0.005766715
LCE1A	0.00576663
WWOX	0.005766033
LIPI	0.005766015
ACPP	0.00576505
OPRL1	0.005763526
NUFIP1	0.005763277
DIMT1	0.005761979
FAM169B	0.005760605
FN3K	0.005759802
C8A	0.005759335
NUDT9	0.005759005
DNMT3L	0.005755669
CRELD2	0.005755317
OR7A17	0.005752607
ZNF333	0.005751712
ADAM32	0.005750697
ZNF836	0.005750522
MAP3K7CL	0.005750068
AOC3	0.005749831
TMEM62	0.005747648
RFC3	0.005742213
C1QA	0.005734295
IFNL3	0.005731929
PARP11	0.005731018
DTD2	0.005730711
POLE3	0.005729085
PYCR1	0.005725714
ALOXE3	0.005724617
SIGLEC9	0.005722972
SLC25A43	0.005719491
GTF2A1L	0.005717606
REM1	0.005714335
CERS4	0.005713469
RPF1	0.005713046
WDR73	0.005712208
TMEM196	0.00571183
ITLN1	0.005711422
ACY3	0.005707127
MRGPRX2	0.005706071
MRPS31	0.005703751
OC90	0.005703317
TXNDC11	0.005700859
CRIP1	0.005699296
PCCA	0.005698302
LGALS4	0.005697888
IRF7	0.005697642
CKLF-CMTM1	0.005696772
SLC52A1	0.005696646
C3orf30	0.005695805
FAM212B	0.005694369
LRRC45	0.005690864
TNFRSF10C	0.005689743
HTR3B	0.005686982
KRT3	0.005686849
DDX47	0.00568389
ETNPPL	0.0056831
BIN3	0.005682539
IL1RL1	0.005682446
ASMTL	0.005680024
ACADL	0.005679684
CHPF	0.005677907
SAMD7	0.005672728
C1orf141	0.00567095
WDR93	0.005670927
ABCB6	0.005665751
FDX1L	0.005665455
EREG	0.005664032
PIGT	0.005663857
CENPJ	0.0056579
C21orf62	0.005656874
TMA7	0.005654288
KRT71	0.005653381
UGT2B7	0.005653326
EPHA10	0.005652443
PAQR5	0.005651895
ARHGAP9	0.00565142
NPPB	0.005649739
TVP23C	0.005644343
OR2A5	0.005643946
ZNF474	0.005642713
PDK4	0.005641191
USP40	0.005640957
MPLKIP	0.005640005
POLR3G	0.005639828
PCDHGA4	0.005637343
MOXD1	0.005635645
C2orf70	0.005634803
LRRN4	0.005633255
SHQ1	0.005630377
PDE6A	0.005627112
ADAM7	0.005625029
PTGIS	0.00562326
WDHD1	0.005622122
CAPNS1	0.00562144
ASB12	0.005621014
ATOX1	0.005619859
GIPC2	0.005618657
BDKRB2	0.005614988
MARVELD2	0.00561373
FUT11	0.005613236
TMEM230	0.005612488
PAQR4	0.005611217
ERCC8	0.005610556
OR51I2	0.005608899
FAM228A	0.005607716
PCK1	0.005607288
C6orf195	0.005605897
ENTPD4	0.005603639
UPP1	0.005599532
FAM150A	0.005599463
HS1BP3	0.005599362
EMB	0.005598811
TMLHE	0.005598137
OR4N4	0.005593036
TFB2M	0.005591166
PPP1R17	0.005590213
BTBD16	0.005589431
VPS41	0.005589251
WNK4	0.005585794
ZNF211	0.005584887
TMEM82	0.00558388
SPAG6	0.0055827
KRTAP19-3	0.005582522
TMEM50A	0.005577568
ZNHIT3	0.005572918
CCDC68	0.005570866
C11orf88	0.00557073
CYB5R1	0.005568674
HENMT1	0.005562484
KRTAP5-5	0.005562155
TAAR5	0.005561561
FAM124A	0.005560711
HPS4	0.005558739
RADIL	0.005554758
TUBA3E	0.005552561
PKP2	0.005551908
RLN1	0.005548609
LRRC36	0.005547908
BTNL8	0.005547788
PGLYRP4	0.005547228
SURF2	0.005547143
PHKG1	0.005544481
AADACL3	0.005543978
LCN8	0.005542202
CYP8B1	0.005542179
BIK	0.005541429
PCMTD1	0.005540272
BCAT2	0.005539069
CCDC137	0.005538414
ATG7	0.005537786
MCOLN1	0.005537025
CAT	0.005536229
SCLT1	0.005535952
RPP38	0.00553502
SHFM1	0.005534715
WFDC12	0.005534132
EBNA1BP2	0.005533045
KRTAP15-1	0.005533045
TMEM184A	0.005532904
SEMG1	0.005532245
NCAPD2	0.005526203
TM4SF18	0.005523774
HIST1H3E	0.005521399
EMC9	0.005520363
TMEM40	0.005515886
TEX15	0.005515063
GEMIN2	0.005512181
SLC15A3	0.005511911
RAD54L	0.005509569
GIMAP8	0.005507756
IZUMO2	0.005502621
FAM89A	0.00550059
NGLY1	0.005499645
UGDH	0.005494219
GJA9	0.005492275
TTC3	0.005491939
ZNF225	0.005491822
GTF2H3	0.00549113
C1orf123	0.005490757
TAS2R9	0.005488557
MFSD10	0.005488072
CRTAM	0.005486933
CASP6	0.005485438
ACOT13	0.005485414
PTGIR	0.005483835
ZNF766	0.005483679
FAM46B	0.00548326
SLC35B4	0.005477894
ATP5E	0.005477679
PMS1	0.005477473
KRTAP10-11	0.005477232
STK3	0.005475938
MMP11	0.005475282
EGFL6	0.005474904
ELOVL1	0.00547325
ANKEF1	0.005468713
P2RY6	0.005467735
ZWINT	0.005467152
SYT12	0.005465634
TAS2R19	0.005465444
C2orf88	0.005464278
GAA	0.005461669
GYPC	0.005455685
ZNF383	0.005454078
OR4D1	0.005450353
REEP6	0.005450133
TTC30B	0.005448421
NDUFA12	0.005441542
PCDHGA8	0.005441356
LEFTY1	0.005439717
KIAA1377	0.0054385
GLOD4	0.005436879
HYI	0.005435388
TRIM10	0.005432144
CDHR5	0.005431925
JMJD7	0.005428833
ZNF235	0.005428829
AOC1	0.005428535
PLEKHS1	0.005427222
MFSD6L	0.005426348
XRCC2	0.005425948
DIS3L	0.005424981
TRPV4	0.005423812
ST8SIA5	0.005419702
DXO	0.005419109
MC5R	0.005413976
CPLX4	0.005408085
WDR72	0.005407645
OBP2A	0.005407508
FADS6	0.005405459
NOC2L	0.005405258
VMO1	0.005402757
CYB5R2	0.005398249
TSSK1B	0.005392695
PCDHB5	0.005390449
TLDC1	0.005387473
ASB5	0.005379399
MSH3	0.005378257
APBB2	0.005377748
MDFI	0.005377733
DKK3	0.005377479
CEP135	0.00537532
IL17RB	0.005371426
LLPH	0.005371416
NT5C	0.005370701
OXTR	0.005368243
C7orf61	0.00536808
AP4B1	0.005366613
ORC3	0.005365626
POLRMT	0.005360943
LSM5	0.005360305
CLPB	0.00535934
ALDOB	0.005359227
CSF3R	0.005356126
COQ3	0.00535545
GRHPR	0.00535533
TUBA3C	0.005354096
MYL7	0.005348525
ZNF582	0.005343651
ADAD2	0.005343262
MTERFD1	0.00534318
RSC1A1	0.005342417
RSG1	0.005342047
CD1E	0.00533932
BPIFB6	0.005338662
C1RL	0.005338118
ATP6V1C2	0.005337845
KRT28	0.005336117
PYDC2	0.005335752
CMTM2	0.005332863
GAPT	0.005332258
PTPRN	0.005330278
CRTAP	0.005329589
CD44	0.005329362
SSX7	0.005328985
HLA-DQA2	0.005326921
COMMD8	0.005324594
WIPF3	0.005323905
DPCD	0.005323443
OR6Q1	0.005319314
CTNNA3	0.005318389
GABPB2	0.005318228
C4orf19	0.005316617
TMEM128	0.005313209
CDHR2	0.005312666
CCL8	0.005310693
OR52A1	0.005307611
TMEM156	0.005306699
SFT2D2	0.005305412
WDR65	0.005305368
OR51E1	0.005304001
DHRS13	0.005301464
GCOM1	0.00530138
NCR2	0.005299719
DNAJB1	0.005298687
HGFAC	0.00529655
IFI35	0.005295593
NUBP1	0.005295375
SLC16A13	0.005294645
EFHC1	0.005293281
KCNE2	0.005292895
AXDND1	0.005283909
FAM111A	0.005276933
INO80E	0.005276306
CUEDC1	0.005275178
GRTP1	0.005275075
CLDND2	0.005273419
FAM105A	0.005272026
NTN5	0.005269652
SYTL2	0.00526627
EFR3A	0.005264503
VNN3	0.005264253
FBXW9	0.005260008
ATF7IP2	0.005259994
KRT12	0.005259471
ITGB6	0.005257254
RBM48	0.005257214
MTBP	0.005254053
CYP2S1	0.005250886
TMEM206	0.00525055
CLLU1OS	0.005248971
UBL7	0.005248886
CECR1	0.005248583
MARCO	0.005248048
PRKACG	0.005245395
BTN1A1	0.005245168
TMEM26	0.005244436
SPR	0.005242899
ESD	0.00524034
FAM189A2	0.005236729
OR4M1	0.005234095
KRTAP10-5	0.005231794
CPNE1	0.005231363
PLA2G4C	0.005231195
FRK	0.005229755
C8orf47	0.005229742
EVC2	0.005229067
FANCD2	0.005229065
PREX2	0.005227112
SP110	0.005224654
FARP2	0.00522415
NDUFA4L2	0.005222682
PENK	0.00521865
JAKMIP3	0.005218425
ACSM5	0.005215929
C1orf111	0.00521405
C2CD3	0.005213959
TMEM8A	0.005210924
ORC6	0.005210588
FTSJ2	0.00521053
SRL	0.005209416
DUSP15	0.00520941
NCR3	0.005208404
COL10A1	0.005207777
C12orf49	0.005207436
SAA2	0.005205785
TAS2R31	0.00520429
NLRC3	0.005204034
PLCD1	0.005203472
SEMA6C	0.005200966
ENOSF1	0.005200569
RECQL	0.005200084
BLM	0.00519846
FABP9	0.005198162
TCIRG1	0.005197902
ACMSD	0.005197869
PTGR2	0.005192546
PDSS2	0.005190247
OR10S1	0.005188785
COMMD10	0.005187717
OR1Q1	0.005181486
C1orf85	0.005179507
PKDREJ	0.005178509
EML2	0.005176534
PGPEP1	0.005175804
OR4C6	0.005175649
ERICH1	0.005174802
GPR160	0.005173503
GDNF	0.005173351
VIP	0.00517205
TMEM109	0.005171148
MMRN2	0.005170235
CEP72	0.005169266
SLC12A3	0.005169025
PSMD9	0.005164073
PCDHB8	0.00516225
CEP164	0.005161755
OSTN	0.005161541
APITD1-CORT	0.005156491
IVD	0.005155742
SH3BGRL2	0.005155336
STX10	0.005153036
PDC	0.005152141
IL17C	0.005149815
PDE6B	0.005149581
APH1B	0.005148621
C12orf43	0.0051483
APITD1	0.005143275
PGM2	0.005142981
GOSR2	0.005142115
GPR180	0.005138415
CCDC50	0.005138259
FAM129A	0.005137422
MRPS18C	0.005135858
OR2Y1	0.005135593
CGN	0.005134258
MIPOL1	0.005133085
NPVF	0.005124012
NSUN3	0.005122361
TMEM256	0.00511913
WDYHV1	0.005118573
TACR2	0.00511825
CDK10	0.005115279
FFAR2	0.005113756
UCP1	0.005112417
PM20D1	0.005110354
ZNF549	0.005109824
C1orf112	0.005109782
ST6GALNAC6	0.005106987
ARSF	0.005106181
NUDT12	0.005105632
ERMAP	0.005104245
SLC26A2	0.005102328
PPHLN1	0.005098858
C2orf66	0.005097409
FAM71C	0.005096841
SIAE	0.0050945
PBOV1	0.005093718
C21orf59	0.005093484
ARL14	0.005093037
PLIN1	0.005092198
GRP	0.005091933
CCDC19	0.005091642
SCEL	0.005090651
GSTM2	0.00508835
POLL	0.005086705
DAPK2	0.005085874
DCTPP1	0.00508578
ADCK1	0.005081829
BARX2	0.005077721
CCDC24	0.005076586
FAM186B	0.005075896
TMEM54	0.005071246
C6ORF165	0.005070598
PEBP4	0.005068797
OR2B6	0.005068385
RFC1	0.005064958
ZNF554	0.005062831
KCNH2	0.005058269
NID2	0.005056053
SIRT4	0.005055807
CRYAB	0.005052101
GDF9	0.005052085
GALNT6	0.005050537
NDUFA5	0.005049493
C8orf86	0.005047711
PLEKHG4	0.005046442
PPL	0.005041339
FAM107A	0.005041247
CHRDL2	0.005040804
TTC1	0.005040084
LRRC15	0.00503796
MUT	0.005035581
CYB561D2	0.005034749
MITD1	0.005034239
ARID3C	0.005033663
ARMC12	0.005031822
MTHFS	0.005031352
AP3S1	0.005030858
TMEM202	0.005029083
SNX16	0.005028882
STPG1	0.005027229
HIST1H2BM	0.005025705
ZNF90	0.005024252
MT1G	0.005022993
OCLM	0.005019975
SPATA6	0.005015266
GPR112	0.005013799
RAD51C	0.005013505
SLC26A11	0.005010033
IGFL4	0.00500906
HIST1H2BA	0.005008921
CEP70	0.005008233
NPHS1	0.005000899
COX4I2	0.004999816
POLR1E	0.004998234
ENTPD8	0.004997718
HIST1H2BC	0.004993445
CD244	0.004989856
PTTG2	0.004987822
STOML1	0.004982022
PTRHD1	0.004980185
AIMP2	0.004978478
SPPL2C	0.004978204
C18orf54	0.004975592
ZNF311	0.004975112
CXCR6	0.004969628
NSG1	0.00496949
MPL	0.004967812
TUBA3D	0.004967259
MPV17L2	0.004965145
SETD6	0.00496378
CST5	0.004959051
ABHD14A-ACY1	0.004958895
TAF9	0.004956647
MEIS3	0.004955081
CHI3L1	0.004950991
MYL4	0.004950378
ABCC10	0.004950327
PHYH	0.004950029
PNLDC1	0.004942341
CCDC146	0.004940849
CD55	0.004940696
MNAT1	0.004940172
HAUS3	0.00493806
DHTKD1	0.004937207
MBLAC2	0.004934798
FBXL18	0.004933618
SPATA7	0.00493245
C9orf85	0.004930362
ITGB1BP2	0.004927934
EXOSC1	0.004926597
ZNF550	0.004926282
RMI2	0.004924848
CATSPER4	0.004922778
GZMB	0.004921639
TRIM37	0.004920921
LIPG	0.004920746
LDLRAD2	0.004920151
ZNF557	0.004916987
DEPDC7	0.004916935
ASPN	0.004915126
MORN1	0.004912323
WFDC3	0.004911738
SULT1B1	0.004910845
HMGB4	0.004909699
EIF3K	0.004908608
AQP2	0.004907906
PDCL3	0.004905848
FAM183B	0.004905019
PCDHA3	0.004904306
ADAT1	0.004901404
ZNF93	0.004900776
THAP11	0.004899792
AK3	0.004898339
CETP	0.004898206
PARP16	0.004893094
FUT3	0.004891943
OSMR	0.004888539
LYPD4	0.004886795
C9orf142	0.004882442
TCF23	0.004881581
NENF	0.004881464
SCN4B	0.004881278
AMDHD2	0.004880179
NAALADL1	0.004879129
C20orf26	0.00487873
CD180	0.004877848
PGLYRP2	0.004875328
PIFO	0.00487445
PALLD	0.004874422
SPATA19	0.004873736
AC011484.1	0.004871945
SCPEP1	0.004865991
TES	0.004863785
OR51B6	0.004862648
ENKD1	0.004856632
GNE	0.004853285
GIMAP4	0.004850856
OPRD1	0.004848792
ECM1	0.004848492
AMBP	0.004846654
OR52E4	0.004840485
OPA3	0.004839295
TMEM141	0.004834627
CTSV	0.004832076
HIST1H2AG	0.004830824
COL13A1	0.004829875
IFNA17	0.004827209
MAP9	0.004821702
TOMM20L	0.004820879
METTL7A	0.004820152
COMMD2	0.00481957
SEL1L2	0.004817747
ALKBH7	0.004816306
NSUN5	0.004815226
TSPAN10	0.004814451
ZNF705A	0.00481374
CARD6	0.004813426
C9orf3	0.004812861
TST	0.004812376
TANGO2	0.00480933
GPR152	0.004807716
AARD	0.004804911
TLL2	0.004802279
AC022532.1	0.004800207
CCDC157	0.0047983
CCDC9	0.004795714
HELQ	0.00479528
C17orf62	0.004791701
HOXA9	0.004788451
TMEM45A	0.004787914
THBS4	0.004787844
RRP36	0.004787662
SWSAP1	0.0047852
PRSS53	0.004782766
PROM1	0.004780109
FOXRED1	0.004776976
CACNG1	0.00477615
HEATR6	0.004774733
SLFN12	0.004774101
PKIB	0.004770844
STXBP4	0.004769195
SNTN	0.004768539
PRDX5	0.004767913
FTL	0.00476682
C1orf131	0.004765914
PNKD	0.004763563
ZNF227	0.00476291
ALG14	0.004762742
MYO1H	0.004760999
ORAI3	0.004758609
ZNF324	0.0047564
PSMC3IP	0.004751904
CALCR	0.004751144
PLA2G5	0.004750875
ARMC4	0.004748968
ANO6	0.004748853
TMEM237	0.004748609
C4orf29	0.004747962
DIO1	0.004745528
ARHGEF16	0.004745076
TMEM67	0.004743312
NAT10	0.004742946
CPXM1	0.004742473
C10orf25	0.004741108
MMP28	0.004739407
ROGDI	0.004734175
KRTAP4-6	0.004728041
ING1	0.004726922
CXCL6	0.004722344
SLC15A2	0.004721585
SRA1	0.004720673
FOLR2	0.00472037
ZNF835	0.004719732
SNRNP35	0.004718713
XPNPEP3	0.004718614
SH3RF2	0.004716619
DBX2	0.00471615
AMBN	0.004714425
ZFAND2A	0.004707475
PFN4	0.004706441
SNX32	0.004705893
SLC6A16	0.004704763
LDHD	0.004702377
SLFN5	0.00470214
MAP1LC3B2	0.00470151
FHL5	0.004700186
GTSF1L	0.004699389
FAM218A	0.004699294
FAM189B	0.00469639
IFNA16	0.004696255
ZNF792	0.004696113
OR9Q1	0.004692998
PDCD1LG2	0.00469233
UGT1A6	0.004687174
PIGL	0.004685723
CTHRC1	0.004685202
ZNF425	0.0046825
LENG1	0.004682145
GBP5	0.004680895
MFAP2	0.004679929
COL19A1	0.004678716
DNAJB2	0.004677989
HLA-DOA	0.004677195
NDUFAF5	0.004675441
ELP6	0.004675122
TKTL2	0.004673171
OR2J2	0.004670281
SESN2	0.004668489
CLUL1	0.004667335
ATG16L2	0.00466645
LILRA6	0.004665118
TGM5	0.004659849
ZNF576	0.004659739
FAM127C	0.004658507
HLA-DPA1	0.004657058
TRIM58	0.004656797
EIF2S3L	0.004656648
TRIM69	0.004654805
GLT8D2	0.004651505
CPED1	0.004648362
CECR5	0.00464756
ALPK2	0.004647163
PRELID2	0.004646555
APOA1BP	0.004644037
FAXDC2	0.004643991
DNAJC21	0.004642297
CSRP2	0.004642049
PRSS54	0.00464133
SMPD2	0.004640259
WDR74	0.004640098
PLA2G4F	0.004639637
NAPSA	0.004638677
KIAA0825	0.004638362
LRRC2	0.004636913
SUSD2	0.004635707
SCARA3	0.004634654
EAPP	0.004632952
XAGE5	0.004632675
LYVE1	0.004631796
HSD17B11	0.004630766
HPS3	0.004626066
C4orf27	0.00462572
CYP4F22	0.004624476
KRT15	0.00461939
RASL11A	0.004618573
CORO6	0.004617381
UVSSA	0.004617324
WDR78	0.004616821
WDR3	0.004614974
UQCR11	0.004612502
SLC25A13	0.004609476
STARD5	0.004607317
PNLIPRP1	0.004606542
UFL1	0.004606105
ZNF621	0.004605529
KIAA0556	0.004604964
RSPH6A	0.004604128
LYPD1	0.004602575
PLEKHB1	0.004601993
PGBD3	0.004601815
TIGIT	0.004600418
CIDEC	0.004600059
TXLNB	0.004598478
MYZAP	0.004594624
AMPD3	0.004589701
CHCHD6	0.004588237
LRGUK	0.004587158
OR1J4	0.004586801
TSNAXIP1	0.004584324
VEPH1	0.004584211
LIMD2	0.004583484
MRPL40	0.004582683
KCNK17	0.004581641
OR10K2	0.0045805
ZNF713	0.004577459
ZNF134	0.0045743
C5orf64	0.004573159
LCE3B	0.004572428
ROPN1	0.004571719
OR14K1	0.004568579
KLRB1	0.004568471
LGALS16	0.004568294
CCDC57	0.004566143
TRIM50	0.004563534
TMPRSS11D	0.004562295
FMO4	0.004562163
DNPH1	0.004561798
GLO1	0.004560378
C2ORF15	0.004559391
AADAC	0.004557773
ZNF283	0.0045558
RWDD2A	0.004553825
BRAT1	0.004552972
CTSO	0.004552881
PKD1L2	0.004548598
TMEM18	0.004543861
FAM24A	0.004541126
AOX1	0.004537117
TMEM220	0.004535778
KRT72	0.00453547
THUMPD2	0.004534651
CD209	0.004533461
CPSF3L	0.004533236
PLA2G16	0.004531956
BCHE	0.004529097
POP5	0.00452904
ESYT3	0.004528984
LIPN	0.004527229
KCNQ1	0.004526692
FBXO17	0.004524624
SLC16A5	0.004524383
EIF4EBP3	0.004517708
MPP4	0.004517023
CARD14	0.00451664
CREB3L3	0.004515457
CMTM4	0.004514577
DCDC1	0.004511486
